lb_atom,lb_substituent_1,lb_substituent_2,linker,la_substituent_1,la_substituent_2,fragment_tokens,raw_smiles,is_valid,canonical_smiles,isomeric_smiles,failure_reasons,is_unique_valid,generation_count,snn_to_train,novel_vs_train,novel_vs_all_seed,novel_vs_templates,novel_vs_all_reference,stereo_novel_vs_train,stereo_novel_vs_all_reference,chemically_sane,sanity_reasons,formal_charge,heavy_atoms,is_neutral,is_single_component,has_LA,has_LB,LA_types,LB_types,excluded_LB_types,negative_flags,flp_tier,min_LA_LB_bonds,no_negative_flags,is_strict_flp_like,is_novel_flp_like,is_final_candidate,is_fragment_candidate,generation_seed,sample_count
P,mesityl,mesityl,C3,p_tolyl,mesityl,<LB_P><LB1_mesityl><LB2_mesityl><LINKER_C3><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCCP(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1,True,Cc1ccc(B(CCCP(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1,Cc1ccc(B(CCCP(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1,[],True,1,0.5714285714285714,True,True,False,False,True,False,True,[],0,39,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True,202,1
P,phenyl,phenyl,C3,phenyl,p_tolyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C3><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,True,Cc1ccc(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Cc1ccc(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[],True,1,0.4878048780487805,True,True,False,False,True,False,True,[],0,30,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True,202,1
P,phenyl,mesityl,C5,pentafluorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C5><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(P(CCCCCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c(C)c1,True,Cc1cc(C)c(P(CCCCCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c(C)c1,Cc1cc(C)c(P(CCCCCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c(C)c1,[],True,1,0.5961538461538461,True,True,False,False,True,False,True,[],0,47,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True,202,1
N,methyl,cyclohexyl,C2,mesityl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_cyclohexyl><LINKER_C2><LA1_mesityl><LA2_pentafluorophenyl>,Cc1cc(C)c(B(CCN(C)C2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,True,Cc1cc(C)c(B(CCN(C)C2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(B(CCN(C)C2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,[],True,1,0.4117647058823529,True,True,False,False,True,False,True,[],0,31,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,202,1
P,tert_butyl,isopropyl,C4,pentafluorophenyl,bis_cf3_phenyl,<LB_P><LB1_tert_butyl><LB2_isopropyl><LINKER_C4><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,CC(C)P(CCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,True,CC(C)P(CCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,CC(C)P(CCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,[],True,1,0.4782608695652174,True,True,False,False,True,False,True,[],0,38,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True,202,1
N,methyl,isopropyl,C5,phenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_isopropyl><LINKER_C5><LA1_phenyl><LA2_pentafluorophenyl>,CC(C)N(C)CCCCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F,True,CC(C)N(C)CCCCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F,CC(C)N(C)CCCCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F,[],True,1,0.425531914893617,True,True,False,False,True,False,True,[],0,28,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True,202,1
P,phenyl,cyclohexyl,C3,p_tolyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_cyclohexyl><LINKER_C3><LA1_p_tolyl><LA2_pentafluorophenyl>,Cc1ccc(B(CCCP(c2ccccc2)C2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)cc1,True,Cc1ccc(B(CCCP(c2ccccc2)C2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)cc1,Cc1ccc(B(CCCP(c2ccccc2)C2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)cc1,[],True,1,0.4423076923076923,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True,202,1
P,mesityl,isopropyl,C6,pentachlorophenyl,bis_cf3_phenyl,<LB_P><LB1_mesityl><LB2_isopropyl><LINKER_C6><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(P(CCCCCCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(C)C)c(C)c1,True,Cc1cc(C)c(P(CCCCCCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(C)C)c(C)c1,Cc1cc(C)c(P(CCCCCCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(C)C)c(C)c1,[],True,1,0.4444444444444444,True,True,False,False,True,False,True,[],0,45,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True,202,1
N,methyl,isopropyl,C1,bis_cf3_phenyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_isopropyl><LINKER_C1><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,CC(C)N(C)CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,True,CC(C)N(C)CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(C)N(C)CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,[],True,1,0.5135135135135135,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,202,1
P,phenyl,phenyl,C2,pentachlorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C2><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc(C(F)(F)F)c1,True,FC(F)(F)c1cc(B(CCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc(C(F)(F)F)c1,FC(F)(F)c1cc(B(CCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc(C(F)(F)F)c1,[],True,1,0.4883720930232558,True,True,False,False,True,False,True,[],0,41,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,202,1
P,tert_butyl,cyclohexyl,C2,pentafluorophenyl,pentafluorophenyl,<LB_P><LB1_tert_butyl><LB2_cyclohexyl><LINKER_C2><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,CC(C)(C)P(CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1,True,CC(C)(C)P(CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1,CC(C)(C)P(CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1,[],True,1,0.41025641025641024,True,True,False,False,True,False,True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,202,1
P,mesityl,tert_butyl,C6,phenyl,pentafluorophenyl,<LB_P><LB1_mesityl><LB2_tert_butyl><LINKER_C6><LA1_phenyl><LA2_pentafluorophenyl>,Cc1cc(C)c(P(CCCCCCB(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)C(C)(C)C)c(C)c1,True,Cc1cc(C)c(P(CCCCCCB(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)C(C)(C)C)c(C)c1,Cc1cc(C)c(P(CCCCCCB(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)C(C)(C)C)c(C)c1,[],True,1,0.5714285714285714,True,True,False,False,True,False,True,[],0,38,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True,202,2
P,isopropyl,isopropyl,C5,pentachlorophenyl,bis_cf3_phenyl,<LB_P><LB1_isopropyl><LB2_isopropyl><LINKER_C5><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,CC(C)P(CCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C,True,CC(C)P(CCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C,CC(C)P(CCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C,[],True,1,0.4166666666666667,True,True,False,False,True,False,True,[],0,38,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True,202,1
P,phenyl,mesityl,C2,p_tolyl,mesityl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C2><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1,True,Cc1ccc(B(CCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1,Cc1ccc(B(CCP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1,[],True,1,0.425531914893617,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,202,1
P,tert_butyl,isopropyl,C5,p_tolyl,pentachlorophenyl,<LB_P><LB1_tert_butyl><LB2_isopropyl><LINKER_C5><LA1_p_tolyl><LA2_pentachlorophenyl>,Cc1ccc(B(CCCCCP(C(C)C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,True,Cc1ccc(B(CCCCCP(C(C)C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,Cc1ccc(B(CCCCCP(C(C)C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,[],True,1,0.4,True,True,False,False,True,False,True,[],0,32,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True,202,1
N,phenyl,phenyl,C3,pentafluorophenyl,pentafluorophenyl,<LB_N><LB1_phenyl><LB2_phenyl><LINKER_C3><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,Fc1c(F)c(F)c(B(CCCN(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,True,Fc1c(F)c(F)c(B(CCCN(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(CCCN(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,[],True,1,0.5128205128205128,True,True,False,False,True,False,True,[],0,39,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True,202,1
P,mesityl,mesityl,C4,p_tolyl,mesityl,<LB_P><LB1_mesityl><LB2_mesityl><LINKER_C4><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCCCP(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1,True,Cc1ccc(B(CCCCP(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1,Cc1ccc(B(CCCCP(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1,[],True,1,0.6341463414634146,True,True,False,False,True,False,True,[],0,40,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True,202,2
P,tert_butyl,cyclohexyl,C4,mesityl,pentafluorophenyl,<LB_P><LB1_tert_butyl><LB2_cyclohexyl><LINKER_C4><LA1_mesityl><LA2_pentafluorophenyl>,Cc1cc(C)c(B(CCCCP(C2CCCCC2)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,True,Cc1cc(C)c(B(CCCCP(C2CCCCC2)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(B(CCCCP(C2CCCCC2)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,[],True,1,0.5294117647058824,True,True,False,False,True,False,True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True,202,2
N,methyl,isopropyl,C2,pentachlorophenyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_isopropyl><LINKER_C2><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,CC(C)N(C)CCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,True,CC(C)N(C)CCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC(C)N(C)CCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[],True,1,0.41304347826086957,True,True,False,False,True,False,True,[],0,33,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,202,1
N,methyl,methyl,C2,mesityl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_mesityl><LA2_pentafluorophenyl>,Cc1cc(C)c(B(CCN(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,True,Cc1cc(C)c(B(CCN(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(B(CCN(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,[],True,1,0.5,True,True,False,False,True,False,True,[],0,26,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,202,1
P,phenyl,tert_butyl,C2,mesityl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_tert_butyl><LINKER_C2><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CCP(c2ccccc2)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,True,Cc1cc(C)c(B(CCP(c2ccccc2)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(B(CCP(c2ccccc2)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,[],True,1,0.5333333333333333,True,True,False,False,True,False,True,[],0,34,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,202,1
N,methyl,methyl,C2,phenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_phenyl><LA2_pentafluorophenyl>,CN(C)CCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F,True,CN(C)CCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F,CN(C)CCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F,[],True,1,0.4358974358974359,True,True,False,False,True,False,True,[],0,23,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,202,1
P,tert_butyl,cyclohexyl,C5,mesityl,pentachlorophenyl,<LB_P><LB1_tert_butyl><LB2_cyclohexyl><LINKER_C5><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CCCCCP(C2CCCCC2)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,True,Cc1cc(C)c(B(CCCCCP(C2CCCCC2)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(B(CCCCCP(C2CCCCC2)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,[],True,1,0.4339622641509434,True,True,False,False,True,False,True,[],0,37,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True,202,1
P,phenyl,phenyl,C5,pentafluorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C5><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,Fc1c(F)c(F)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(F)c1F,True,Fc1c(F)c(F)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(F)c1F,Fc1c(F)c(F)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(F)c1F,[],True,1,0.8333333333333334,True,True,False,False,True,False,True,[],0,41,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True,202,1
P,phenyl,cyclohexyl,C1,mesityl,mesityl,<LB_P><LB1_phenyl><LB2_cyclohexyl><LINKER_C1><LA1_mesityl><LA2_mesityl>,Cc1cc(C)c(B(CP(c2ccccc2)C2CCCCC2)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(B(CP(c2ccccc2)C2CCCCC2)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(B(CP(c2ccccc2)C2CCCCC2)c2c(C)cc(C)cc2C)c(C)c1,[],True,1,0.5,True,True,False,False,True,False,True,[],0,33,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,202,1
P,isopropyl,isopropyl,C2,phenyl,mesityl,<LB_P><LB1_isopropyl><LB2_isopropyl><LINKER_C2><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCP(C(C)C)C(C)C)c2ccccc2)c(C)c1,True,Cc1cc(C)c(B(CCP(C(C)C)C(C)C)c2ccccc2)c(C)c1,Cc1cc(C)c(B(CCP(C(C)C)C(C)C)c2ccccc2)c(C)c1,[],True,1,0.4222222222222222,True,True,False,False,True,False,True,[],0,25,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,202,2
N,ethyl,isopropyl,C6,phenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C6><LA1_phenyl><LA2_pentachlorophenyl>,CCN(CCCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C,True,CCN(CCCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C,CCN(CCCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C,[],True,1,0.44680851063829785,True,True,False,False,True,False,True,[],0,30,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True,202,1
P,mesityl,isopropyl,C1,pentafluorophenyl,bis_cf3_phenyl,<LB_P><LB1_mesityl><LB2_isopropyl><LINKER_C1><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(P(CB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(F)c(F)c(F)c(F)c2F)C(C)C)c(C)c1,True,Cc1cc(C)c(P(CB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(F)c(F)c(F)c(F)c2F)C(C)C)c(C)c1,Cc1cc(C)c(P(CB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(F)c(F)c(F)c(F)c2F)C(C)C)c(C)c1,[],True,1,0.4528301886792453,True,True,False,False,True,False,True,[],0,40,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,202,1
P,tert_butyl,cyclohexyl,C1,pentafluorophenyl,pentachlorophenyl,<LB_P><LB1_tert_butyl><LB2_cyclohexyl><LINKER_C1><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,CC(C)(C)P(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1,True,CC(C)(C)P(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1,CC(C)(C)P(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1,[],True,1,0.43902439024390244,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,202,1
P,cyclohexyl,cyclohexyl,C1,phenyl,pentachlorophenyl,<LB_P><LB1_cyclohexyl><LB2_cyclohexyl><LINKER_C1><LA1_phenyl><LA2_pentachlorophenyl>,Clc1c(Cl)c(Cl)c(B(CP(C2CCCCC2)C2CCCCC2)c2ccccc2)c(Cl)c1Cl,True,Clc1c(Cl)c(Cl)c(B(CP(C2CCCCC2)C2CCCCC2)c2ccccc2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(CP(C2CCCCC2)C2CCCCC2)c2ccccc2)c(Cl)c1Cl,[],True,1,0.43478260869565216,True,True,False,False,True,False,True,[],0,32,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,202,1
N,methyl,cyclohexyl,C6,mesityl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_cyclohexyl><LINKER_C6><LA1_mesityl><LA2_pentafluorophenyl>,Cc1cc(C)c(B(CCCCCCN(C)C2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,True,Cc1cc(C)c(B(CCCCCCN(C)C2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(B(CCCCCCN(C)C2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,[],True,1,0.46153846153846156,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True,202,2
