raw_smiles,is_valid,canonical_smiles,isomeric_smiles,failure_reasons,is_unique_valid,generation_count,snn_to_train,novel_vs_train,novel_vs_all_seed,novel_vs_templates,novel_vs_all_reference,stereo_novel_vs_train,stereo_novel_vs_all_reference,chemically_sane,sanity_reasons,formal_charge,heavy_atoms,is_neutral,is_single_component,has_LA,has_LB,LA_types,LB_types,excluded_LB_types,negative_flags,flp_tier,min_LA_LB_bonds,no_negative_flags,is_strict_flp_like,is_novel_flp_like,is_final_candidate
Cc1cccc12,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c(F)c(F)c(B(c3c(F)c(F)c(F)c(F)c(F)c(F)c2F)P(c2cccc1)c1cccc2)c2c(F)c1F)=C(c1c(B(c3ccccc2c1Oc1c(F)c(F)c(F)c(F)c2c(Cl)c(C2N(Cc3ccccc2)c2ccccccc3N(Cc2cccc1)c1cc(C)cc,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(CC)(C)C,False,,,"['sanitization_failure', 'valence_problem']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)C[B-]2(c3c(F)c3F)c3c(F)c2F)(c1c(Cl)c(Cl)c(Cl)c(Cl)c(C)c2c(F)c(F)c1c(F)c(B(c2c(F)c1F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)B(c1c(B(c3ccccc2)c2c1cc(C)cc(-c2cccc3)c3c(C)cc(C)c3c(F)c3c(C)c2c(C)c(Cl)c(Cl)c2Cl)c(Cl)c(C)cc1C)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(F)c(F)c(Cl)c(Cl)c(Cl)c(C)c1,True,CC1=CC(F)=C(F)C(F)=C(Cl)C(Cl)=C1Cl,CC1=CC(F)=C(F)C(F)=C(Cl)C(Cl)=C1Cl,[],True,1,0.20930232558139536,True,True,True,True,True,True,True,[],0.0,15.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Cc1cc(C)c(N(c2c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(B(CCCC(C)c(B(c2c(Cl)c1Cl)c2c(C)c1c(Cl)c2Cl)CP(CCB(c2c(F)c(F)c(F)c(F)c1F)CP(c1ccccc3)C=C2B(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1F)c1F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c2ccc3N(Cc3cccccc3)cc1C,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)C,True,CC(C)(C)C,CC(C)(C)C,[],False,8,0.15,True,True,True,True,True,True,False,['too_small'],0.0,5.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
CC=C(B(c3c(F)c(F)c(F)c2c(F)c(F)c(F)c(F)c(C)cc2C)c([P+]2(c2cccccc2)CCC[P+]1(c1c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(C)cc4C)c4c(F)c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(CC)CCCCC3C(c3c(F)c(F)c2F)c(F)c(F)c4F)cc(-c3c(Cl)c(Cl)c(C)cc2C)c2ccc(C)cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c(F)c(F)c(F)c(F)c(F)c1cc(N(c2c(F)c2F)C2CC(P(c3cc(C)c(B(c1c(F)c(F)c(F)c(F)c3F)c3F)c3F)c2F)C2CCCC3)C2P(c2c(F)c(F)c(F)c([P+]1(c1cccccc3c2-c2c(Cl)c1cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccccc1B(c1ccccc1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(B3c4cccc3C)C(C)(C)B(c1c(Cl)c(Cl)c3Cl)c2Cl)c(C(F)(F)F)cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CCN(CC)C(C)C)N1CCCCCCCB(c2c(C)cc2C)c2cccc2B(c2c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c(C)c(P(c4cccc1B(Cl)c(Cl)c2Cl)CCP1c1ccc(c34)P2c2ccccc2)c2ccccc3N(Cc3cccccc1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
c1cc(C)c(PC(=CCB(c2c(B(c2c(Cl)c3Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc(C)c(Cl)c21,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(CC)c2Cl)c2c(Cl)c(C=C(CP(c2c(F)c(F)c(F)c(F)c(F)c2cccc2)c2cccc1B(Cl)c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(F)c1F)c1F)c1F)=C(c2ccccc2)P(c2c(C)c(P(C2CCCC2)c2ccc3)c3c(F)c2c(C)cc2B(c2c(Cl)c2c(B(c3cccc3)c3c2CCCC2)C(C)C)cc2C)c(P(C2=C3CCCC2N2CCCCCC1(C)OB(c2c(F)c(F)c(F)c1P(c1ccc,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c2F)P(c1c(Cl)c1Cl,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c(B(c2c(C)cc(C)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(B(c1c(Cl)c2Cl)c2Cl)C2C3CCCC(C)C)CCCCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(C=C(CP(c1c(Cl)c(Cl)c(Cl)c2c(Cl)c1Cl)CP(c1c(F)c(F)c(F)c(F)c1c(F)c(B(C(=CCB(c2cccc1B(c,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CCN(CC)CCCCC(B(c2c(F)c2F)c(F)c(F)c2F)c2c(F)c(F)c2F)c2c(F)c(F)c(F)c1c(C)cc2C)c(P(c3c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(Cl)c(C)cc(-c2ccccc3)C=C(CP(c1ccccc3)c3c(F)c3c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
COB(OC)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(Cl)cccccc1)c1c(F)c1F)C(c3ccccc2cccc2)c2c(F)c(F)c(F)c(F)c(F)c(F)c2F)n1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CN1c2c(C)cc1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(Cl)c2c(F)c(F)c(F)c(F)c4F)c4F)c4F)c4F)c4c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1cccc3c2-c2cccc2C)c(Cl)c(Cl)c(C(C)C1CCCCP(c1cc(C)cc2C)c2c(C)cc(C)cc(C)cc(C)c2Cl,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(c34)P2c2cccccccc1C,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c(F)c(F)c(B(c3cccc4)c4c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c2c(Cl)c2Cl)c(Cl)c2Cl)P(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c2Cl)c(Cl)c(C)cc2C)c2c,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccccccccc1)N1C(C)(C)c(P(c5cccc3N(Cc2cccc2)cc1C)c1cc(C)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc3)c3c(Cl)c(Cl)c1P(c1c(Cl)c(Cl)c1Cl,False,,,['parse_failure'],False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccccc1B(c2c(Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(F)c(F)c(F)c(F)c3c(C(F)(F)F)cc(C)cc(C)cc(C)cc(C)c(Cl)c3c(Cl)c(Cl)c(Cl)c3Cl)c(C)cc1C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(Cl)c(C(=C(B(c3c(F)c(F)c2F)C2CCC1C(N1CCCC2B(c2c(F)c(F)c(B(c3c(C(F)(F)F)c3)c3c(Cl)c3Cl)c1Cl)C(c3cccc3N(Cc3cccc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)cc(C)c1,False,,,"['kekulization_failure', 'sanitization_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)OB(c2ccccc2)c2c(F)c(F)c(F)c2F)c2F)c2F)P(c1c(Cl)c2Cl)c3Cl)c(Cl)c(C)c(B(c3c(Cl)c2Cl)P(c2ccccc1B(c1c(F)c3ccccc2)OC1(C)C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccccc3B(c3c(Cl)c2Cl)C2C)C(C)(C)N1C(C)(C)N1Cc1cc(C(N2CCC1C(c1c(C)c2c(Cl)c2c(C)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c3cccc32)c(Cl)c2Cl)c3c(C)cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc2B(c2c(Cl)c2c(F)c2F)c2F)c2c(Cl)c2cccc1)c1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)n1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c1,True,CC1=CC(C)=C1,CC1=CC(C)=C1,[],False,20,0.13043478260869565,True,True,True,True,True,True,False,['too_small'],0.0,6.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Cc1cc(C)c([B-]2(c3c(Cl)c(C)cc2C)c(P(c4ccccc1)c1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c3c(Cl)c(Cl)c(Cl)c2c(Cl)c(Cl)c(C)c(P(c3c(C)cc2C)c2c(Cl)c(Cl)c1c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c(C,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc1B(c1c(C)c1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)C,True,CC(C)C,CC(C)C,[],False,9,0.1111111111111111,True,True,True,True,True,True,False,['too_small'],0.0,4.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
CC(C3)C3CCCCC3C(c3c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CN1c2c(F)c2F)c2F)c(B(c2c(B(CCP(c1c(Cl)cc(C)cc(C)cc1)c1c(Cl)c(Cl)c(Cl)c3Cl)c(Cl)c2Cl)c(C2N(Cc3cccccccccccc2B2Oc3cc(C)cc2C)c(B(c2c(F)c(F)c(F)c2F)C2CC(P(c4ccccc3)C[B-]2(c2c,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c(Cl)c(Cl)c(C)cc(C(F)(F)F)c3cccc1B(c1c(Cl)c(Cl)c(C)c(Cl)c2Cl)c2Cl)c2c(F)c(F)c(F)c1F)c1ccccc(OB(c2c(B(c2c(C)cc2C)c(C2CCCCC(C)(CC)CC(c3c(Cl)c(Cl)c1Cl)c2Cl)c(C)cc(C,False,,,"['reached_max_length', 'unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccccc4cccc4)c4cccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c(B(c2cc(CB(c1c(C)cc2C)c2c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(B(C3CCC(C)(C)C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(P(c2c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c(F)c2F)n1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc1,False,,,"['kekulization_failure', 'sanitization_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc2)c2cccc(B(CCP(C(C)(C)C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c1F,False,,,"['kekulization_failure', 'sanitization_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
ClB(c1c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c1Cl,False,,,"['kekulization_failure', 'sanitization_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)CO2)c2c(C)c1c(B(c2c(Cl)c(Cl)c2c(Cl)c2c1cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(=CCB(c2c(Cl)c1Cl)c1Cl)c3Cl)c(B(c2c(C)cc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CN1c2c(F)c(B(c2c(F)c(F)c(F)c1F,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(P(c2c(Cl)c3Cl)c2c(Cl)c2Cl)n1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc(C)cc2C)c(P(c2cc(C)cc1C)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc4)cccc1)C2B(c2c(F)c(F)c(F)c(F)c(F)c4F)cccc2)c2c1-c1c(F)c(Cl)c(Cl)c(Cl)c1Cl)c(Cl)c1Cl)c(Cl)c2Cl)C2(c2cccc2B(c2c(B(c3c(Cl)c1Cl)C2CCCC2N2CCCC2(C)C)c(Cl)c(Cl)c(Cl)c1C,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c1F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)C)c2c(P(c2c(F)c(F)c(F)c(F)c(F)c2F)c(F)c(F)c(B(c2c(C)c(Cl)c(Cl)c(Cl)c(C(CB(c1c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc2)c2c(C)cc(C)c(Cl)c1P(c1cc(C)cc4C)c4c(C)c(P(c3c(F)c3F)c(F)c(F)c(F)c(F)c(F)c(F)c(B(c3c(F)c1F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c(F)c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c1F)C(C)(C)C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CCCCC(C)C2C)C2CCCC2B(c2cccc1B(c1cc(C)cc2C)c(P(c4cccc2)c(Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
ClB(c1cccc1)c1c(F)c(F)c(P(c5ccccc3)c3c(Cl)c2ccccccc3)C[B-](c1c(Cl)c(Cl)c(Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc2C)c(Cl)c(Cl)c1Cl)c(F)c(F)c(F)c(F)c1F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)C)C(C)(C)C)cc2C)cc1C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
COB(OC)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C(F)(F)F)c1c(F)c(F)c2F)n1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1ccc(OB(c2c(B(c2cccc3ccccn2)c2c(B(c2c(C)cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(Cl)c(Cl)c2cccccc2C)c2c1cc(C)cc3C2(C)C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)CO2)c2cccc1)B(c2c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccccc2)c2c(Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)cc(B2c3cccc(B2c3ccccc3c2-c2c-3cccc1)CB(c2c(F)c3F)ccccc3C)=C3CCCCC3)C3CCC(C)(C)P(c2c(Cl)c(Cl)c1Cl,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
COB(OC)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c1,True,CC1=CC(C)=C1,CC1=CC(C)=C1,[],False,20,0.13043478260869565,True,True,True,True,True,True,False,['too_small'],0.0,6.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
CN(CC)(C)P(c2c(F)c(F)c(F)c1ccccc32)c(Cl)c(Cl)c2Cl)c(Cl)c(C)cc2C)c2c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Bc1cc(C)cc2C)c(P(C2C[B-]2(c3ccccc1)c1c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)CB(c1cc(C)cc2C(C)(C)C)cc(C)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(C)c(Cl)c(B(c2cccc1N1C(C)P(CB(c1c(Cl)c(C(F)(F)F)c(F)c(F)c2F)C2CCCC3C(c3c(F)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C2CCCC3)c(C)cc(C)cc2C(C)(C)C)C(C)(C)c(P(c4c(Cl)c(C(F)(F)F),False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)C)C(CB(c2c(Cl)c1Cl)c1cccc1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
